ID,Name(Romaji),Name(Localised),Gender,Type,Position,Alt Position,Element,Preferred Playstyle,Total Stats,usage_rate
4556,Mizuho Kaname,Neville Merchant,Male,Player,FW,MF,Wind,Bond,666,0.0
4557,Ponko Tanukigahara,Kia Tanner,Female,Player,MF,GK,Forest,Bond,684,0.0
4559,Nagomu Onba,Eamond Everwing,Male,Player,FW,DF,Mountain,Tension,665,0.0
4560,Masasada Hatake,Frey Fielding,Male,Player,MF,DF,Mountain,Counter,667,0.0
4561,Hosaku Komedawara,Tobin Harveston,Male,Player,MF,DF,Fire,Counter,667,0.0
4562,Einosuke Sumiyoshi,Everest Brightwell,Male,Player,DF,MF,Forest,Tension,663,0.0
4563,Seigo Hibiki,Seymour Hillman,Male,Manager,GK,FW,Mountain,Justice,674,0.0
4564,Aki Kino,Silvia Woods,Female,Coordinator,GK,DF,Mountain,Tension,689,0.0
4565,Teppei Kurimatsu,Tod Ironside,Male,Player,DF,MF,Fire,Counter,674,0.0
4566,Shinichi Handa,Steve Grim,Male,Player,MF,DF,Wind,Justice,684,0.0
4567,Kusuke Matsuno,Maxwell Carson,Male,Player,FW,MF,Wind,Tension,682,0.0
4568,Ayumu Shorinji,Tim Saunders,Male,Player,MF,DF,Forest,Bond,684,0.0
4569,Sakichi Shishido,Sam Kincaid,Male,Player,MF,DF,Fire,Bond,684,0.0
4570,Jin Kageno,Jim Wraith,Male,Player,DF,GK,Forest,Justice,674,0.0
4571,Kakeru Megane,William Glass,Male,Player,FW,MF,Forest,Justice,683,0.0
4572,Kazuya Ichinose,Erik Eagle,Male,Player,MF,FW,Forest,Bond,684,0.0
4573,Asuka Domon,Bobby Shearer,Male,Player,DF,MF,Forest,Tension,674,0.0
4574,Alonso Fibbiano,Salvador Castell,Male,Player,GK,MF,Mountain,Rough Play,667,0.0
4575,Oscar Agito,Antoni Valls,Male,Player,DF,MF,Wind,Rough Play,671,0.0
4576,Federico Dazro,Jordi Belloch,Male,Player,DF,FW,Forest,Rough Play,671,0.0
4577,Gregorio Havalo,Gerard Carbonell,Male,Player,DF,MF,Forest,Bond,672,0.0
4578,Daniel Madroné,Carles Ripoll,Male,Player,DF,FW,Wind,Rough Play,672,0.0
4579,Rurban Boick,Josep Anglesola,Male,Player,MF,DF,Mountain,Tension,667,0.0
4580,Trancy Cornet,Xavi Casals,Male,Player,MF,DF,Wind,Justice,672,0.0
4581,Donell Gotti,Ronaldo Ramallets,Male,Player,MF,DF,Fire,Justice,672,0.0
4582,Luther Fandam,Leo Segarra,Male,Player,FW,GK,Fire,Tension,671,0.0
4583,Clario Orvan,Sergi Hernández,Male,Player,MF,FW,Mountain,Rough Play,684,0.0
4584,Bergamo Legrult,Joan Asensi,Male,Player,FW,MF,Fire,Justice,672,0.0
4585,Agapito Gomez,Augusto Gomez,Male,Player,MF,FW,Mountain,Rough Play,672,0.0
4586,Gerard Enrique,Geraldo Enrique,Male,Player,FW,MF,Fire,Justice,671,0.0
4587,Salomon Ganoti,Alessio Ganonti,Male,Manager,MF,DF,Forest,Counter,672,0.0
4604,Oji Ikkaku,Griffit Valiance,Male,Player,FW,MF,Wind,Bond,666,0.0
4605,Niro Futakado,Wryn Twincrest,Male,Player,GK,FW,Mountain,Justice,656,0.0
4606,Yuhi Higurashi,Aurel Ashdown,Male,Player,MF,FW,Fire,Bond,667,0.0
4607,Mitsuki Tamamushi,Corwin Lumen,Male,Player,MF,DF,Forest,Tension,667,0.0
4608,Gakuto Tonobata,Garvin Cliffmarch,Male,Player,DF,FW,Forest,Tension,663,0.0
4609,Toya Kama,Corin Cainver,Male,Player,FW,DF,Fire,Rough Play,666,0.0
4610,Nanase Tendo,Orphion Ordain,Male,Player,DF,GK,Forest,Bond,663,0.0
4611,Ageha Miyama,Aveline Morrin,Female,Player,MF,GK,Wind,Breach,667,0.0
4612,Norihiko Koro,Therion Daywick,Male,Player,DF,MF,Mountain,Counter,663,0.0
4613,Nagafumi Yasude,Alaric Durnham,Male,Player,MF,FW,Fire,Counter,667,0.0
4614,Goromaru Gen,Galad Worden,Male,Player,MF,DF,Forest,Bond,667,0.0
4615,Rokuri Kanafumi,Sylvar Verdis,Male,Player,DF,MF,Forest,Counter,663,0.0
4616,Akiho Haneari,Plumian Whitlock,Male,Player,MF,FW,Wind,Bond,667,0.0
4617,Kojiro Mimizuki,Tarvon Runnel,Male,Player,MF,DF,Wind,Tension,667,0.0
4618,Bunsaku Abu,Queintas Quillmere,Male,Player,DF,GK,Forest,Tension,663,0.0
4619,Yota Hanmi,Merrick Seawell,Male,Player,FW,DF,Fire,Breach,665,0.0
4620,Shushiro Konchusai,Silasar Noirmont,Male,Player,FW,DF,Mountain,Bond,672,0.0
4624,Kyuta Kyono,Rolland Bowlby,Male,Player,GK,FW,Fire,Justice,674,0.0
4839,Unmei Sasanami,Destin Billows,Male,Manager,MF,FW,Forest,Justice,693,0.0
4840,Joji Sakurazaki,Briar Bloomhurst,Male,Player,FW,DF,Mountain,Counter,692,0.0
4841,Heita Kisoji,Cedric Freud,Male,Player,MF,FW,Forest,Bond,684,0.0
4842,Raika Shinohara,Raika Shinohara,Female,Player,FW,GK,Fire,Counter,683,0.0
4843,Kameo Kodokai,Cade Shelby,Male,Player,DF,MF,Wind,Counter,674,0.0
4845,Garyu Shisendo,Alix La Fontaine,Male,Player,GK,FW,Wind,Justice,674,0.0
4846,Suruga Yagyu,Thierry Reyes,Male,Player,MF,DF,Mountain,Tension,684,0.0
4847,Teru Makushita,Winsor Compete,Male,Player,DF,GK,Mountain,Breach,672,0.0
4848,Kuromaru Benten,Charis Benzaie,Male,Player,DF,MF,Mountain,Rough Play,672,0.0
4849,Kaname Iseya,Maine Alsop,Male,Player,MF,DF,Mountain,Breach,672,0.0
4850,Idomu Itadaki,Dario Highton,Male,Player,MF,GK,Forest,Tension,672,0.0
4851,Mirika Udo,Amelia Rainwalker,Female,Player,DF,FW,Wind,Justice,672,0.0
4852,Himana Imasato,Marisol Cavallo,Female,Player,DF,GK,Fire,Tension,672,0.0
4853,Nanami Koteuchi,Meridia Althoff,Female,Player,DF,MF,Wind,Breach,672,0.0
4854,Saito Banme,Tai Richter,Male,Player,MF,DF,Wind,Tension,672,0.0
4855,Totsugoro Ushijima,Davin Bullock,Male,Player,MF,FW,Fire,Rough Play,672,0.0
4856,Ginro Ayashino,Lycus Foxworth,Male,Player,DF,FW,Forest,Justice,672,0.0
4857,Akiumi Hamana,Florent Shorleigh,Male,Player,MF,DF,Wind,Bond,672,0.0
4858,Musubi Fukura,Antonia Felicier,Female,Player,DF,MF,Forest,Bond,671,0.0
4859,Kelvin Tetsuno,Kelvin Steelborne,Male,Player,DF,GK,Mountain,Bond,672,0.0
4860,Remon Kurohara,Lemmy Stretchen,Male,Player,DF,MF,Fire,Justice,672,0.0
4861,Mikana Hoshi,Starla Thorn,Female,Player,MF,FW,Fire,Rough Play,672,0.0
4863,Himeka Senno,Lilac Tausend,Female,Coordinator,MF,FW,Forest,Counter,672,0.0
4864,Yuina Momochi,Juno Hundertmark,Female,Coordinator,DF,GK,Wind,Counter,672,0.0
4865,Osamu Manbe,Edwin Grove,Male,Coordinator,GK,DF,Fire,Counter,667,0.0
4866,Kanata Dantoya,Zander Warmington,Male,Player,GK,DF,Fire,Justice,674,0.0
4867,Yusuke Shigure,Viorain Maleby,Male,Player,DF,MF,Forest,Justice,674,0.0
4868,Rei Tenguji,Clement Mariner,Male,Player,DF,FW,Wind,Counter,674,0.0
4869,Zenya Tono,Boone Wretman,Male,Player,DF,FW,Wind,Breach,674,0.0
4870,Matsuri Akasode,Jazmine Carmine,Female,Player,MF,GK,Fire,Tension,684,0.0
4871,Satoru Kido,Colton Sharps,Male,Player,MF,GK,Forest,Justice,684,0.0
4872,Daisuke Arashi,Maddock Jackson,Male,Player,MF,FW,Fire,Tension,684,0.0
4873,Nao Hoshimura,Eleanor Estrella,Female,Player,MF,DF,Forest,Bond,684,0.0
4874,Ren Tsukikage,Darian Moonward,Male,Player,MF,DF,Wind,Justice,684,0.0
4875,Haru Endo,Harper Evans,Male,Player,FW,GK,Mountain,Breach,692,0.0
4876,Yu Nogami,Talon Lewis,Male,Player,FW,MF,Fire,Justice,683,0.0
4877,Natsuki Ebihara,Nino Gamberini,Male,Player,FW,DF,Fire,Bond,683,0.0
4878,Reo Kasuga,Kaeo Springfield,Male,Player,MF,FW,Forest,Counter,684,0.0
4879,Michiya Abuku,Milan McGrath,Male,Player,DF,FW,Wind,Tension,674,0.0
4880,Tae Tsuyusaki,Hortensia Raintree,Female,Player,DF,MF,Wind,Tension,674,0.0
4881,Mama Sigdale,Mama Sigdale,Female,Player,GK,MF,Mountain,Rough Play,674,0.0
4882,Senjiro Otome,Addison Norris,Male,Manager,DF,GK,Mountain,Breach,674,0.0
4883,Rea Amisaki,Leia Caperton,Female,Coordinator,MF,DF,Wind,Counter,684,0.0
4884,Gohei Jinnai,Milo Rankin,Male,Player,GK,MF,Mountain,Justice,667,0.0
4885,Takajin Yagura,Peake Fletcher,Male,Player,DF,MF,Forest,Rough Play,672,0.0
4886,Sanpei Johekido,Sentry Scarborough,Male,Player,DF,MF,Mountain,Breach,672,0.0
4887,Yuji Yarisaki,Autry Rogers,Male,Player,DF,FW,Fire,Justice,672,0.0
4888,Mannen Tonda,Bodhi Field,Male,Player,MF,DF,Mountain,Counter,672,0.0
4889,Ayumu Hohira,Chase Winthrop,Male,Player,MF,DF,Forest,Justice,672,0.0
4890,Towa Kishibe,Hawky Savard,Female,Player,MF,GK,Wind,Justice,672,0.0
4891,Eito Shinkari,Taliesin Greenhunt,Male,Player,MF,FW,Forest,Justice,672,0.0
4892,Masashi Shinano,Ivan Mercer,Male,Player,MF,FW,Wind,Tension,684,0.0
4893,Jin Tomobe,Erdem Barath,Male,Player,FW,MF,Forest,Tension,672,0.0
4894,Sei Soramiya,Nikas Himmelstein,Male,Player,FW,DF,Fire,Breach,683,0.0
4895,Mitsutoshi Yasha,Hugh Pronghorn,Male,Player,FW,DF,Wind,Breach,672,0.0
4896,Susumu Sensha,Everett Shipman,Male,Player,MF,DF,Mountain,Counter,672,0.0
4897,Gunpei Muto,Armin Marshall,Male,Player,GK,DF,Fire,Justice,667,0.0
4898,Motonari Sanbonya,Conley Quiver,Male,Player,DF,MF,Wind,Counter,672,0.0
4899,Ryusuke Taiho,Denzel Harvest,Male,Player,FW,GK,Fire,Rough Play,672,0.0
4900,Arata Shimozuru,Neil Turner,Male,Manager,FW,MF,Fire,Breach,672,0.0
4901,Hisoka Uraike,Raz Pond,Male,Coordinator,MF,GK,Wind,Rough Play,672,0.0
4902,Kiryo Konomachi,Dax Prescott,Male,Player,GK,FW,Wind,Counter,656,0.0
4903,Susumi Jimichi,Edvan Trodden,Male,Player,DF,MF,Wind,Justice,663,0.0
4904,Katsuki Karunori,Drever Olflaire,Male,Player,DF,FW,Forest,Tension,663,0.0
4905,Mami Marume,Looke Raundoff,Male,Player,DF,GK,Forest,Tension,663,0.0
4906,Michio Shiraishi,Rutheo Wheyston,Male,Player,DF,FW,Forest,Tension,663,0.0
4907,Naoko Majime,Ernesta Beauregard,Female,Player,MF,DF,Fire,Rough Play,667,0.0
4908,Yatsuru Kinboshi,Laymark Starwyn,Male,Player,MF,FW,Mountain,Counter,667,0.0
4909,Kako Mobunari,Moby Tidbitt,Male,Player,MF,GK,Mountain,Counter,667,0.0
4910,Ko Itoi,Edgard Loathe,Male,Player,MF,FW,Wind,Tension,667,0.0
4911,Osuke Shikachi,Flanko Midspringle,Male,Player,FW,DF,Forest,Breach,665,0.0
4912,Dento Manabiya,Berdy Caster,Male,Player,FW,MF,Forest,Counter,665,0.0
4913,Kikyo Henmi,Chicory Bellflower,Female,Player,MF,DF,Forest,Breach,667,0.0
4914,Eisu Tsugino,Aysen DeMacon,Male,Player,FW,GK,Mountain,Breach,666,0.0
4915,Toya Anba,Breppo Terrey,Male,Player,MF,DF,Fire,Tension,667,0.0
4916,Aisu Kimitake,Frie Sorbet,Female,Player,DF,MF,Wind,Bond,663,0.0
4917,Kure Toho,Eddi Losse,Male,Player,GK,DF,Wind,Tension,656,0.0
4918,Ahiru Ieie,Waddell Homely,Male,Manager,GK,DF,Forest,Justice,656,0.0
4919,Marika Senno,Yasmin Tausend,Female,Coordinator,MF,FW,Forest,Tension,667,0.0
4920,Martino Leone,Martino Leone,Male,Player,GK,DF,Forest,Counter,674,0.0
4921,Judie Cassios,Judie Cassios,Female,Player,DF,MF,Fire,Breach,672,0.0
4922,Kiki Maharaja,Gigy Maharaja,Male,Player,DF,FW,Fire,Breach,671,0.0
4923,Jenny October,Jenny Okutba,Female,Player,DF,MF,Wind,Breach,674,0.0
4924,Roberto Anderson,Robart Anderson,Male,Player,MF,DF,Mountain,Tension,672,0.0
4925,Chow Mei,Ming Chow,Male,Player,MF,FW,Fire,Counter,672,0.0
4926,Maribelle Flanmir,Maribelle Flanmir,Female,Player,MF,FW,Wind,Breach,672,0.0
4927,Toyo Yamanouchi,Toyo Yamanouchi,Male,Player,MF,GK,Mountain,Counter,683,0.0
4928,Squatt Swan,Sikuvot Shivan,Male,Player,FW,DF,Wind,Justice,672,0.0
4929,Kai Yoshizaki,Kai Yoshizaki,Male,Player,FW,MF,Fire,Counter,682,0.0
4930,John Beat,Joey Beat,Male,Player,FW,MF,Fire,Counter,672,0.0
4931,Olson Carchis,Olson Carchis,Male,Player,FW,MF,Forest,Justice,672,0.0
4932,Wang Monmon,Mengmeng Wang,Female,Player,MF,DF,Fire,Counter,672,0.0
4933,Kaios Dao,Kaos Dao,Male,Player,GK,MF,Mountain,Counter,667,0.0
4934,Edmond Pias,Edmond Pias,Male,Player,DF,GK,Wind,Tension,672,0.0
4935,Kain Widget,Kain Vijet,Male,Player,DF,MF,Mountain,Breach,672,0.0
4936,Trevor Wilson,Derrin Wilson,Male,Manager,MF,DF,Fire,Breach,672,0.0
4937,Anita Navarro,Anita Navarro,Female,Coordinator,GK,MF,Fire,Justice,667,0.0
4938,Konami Niikuro,Kiona Blackwell,Female,Player,GK,MF,Wind,Breach,667,0.0
4939,Saiya Suzumori,Lennox Portsman,Male,Player,DF,GK,Mountain,Justice,671,0.0
4940,Kazu Hanamaruya,Kaz Bloomfield,Male,Player,DF,MF,Forest,Justice,671,0.0
4941,Suberu Yashiro,Govin Castlehoven,Male,Player,DF,MF,Wind,Rough Play,675,0.0
4942,Manaka Gojudera,Floramira Pagotta,Female,Player,MF,FW,Wind,Justice,672,0.0
4943,Hamato Renzan,Alistar Montero,Male,Player,MF,FW,Mountain,Bond,672,0.0
4944,Magoichi Ikue,Elijah Singleton,Male,Player,MF,DF,Fire,Rough Play,672,0.0
4945,Toichi Ujiie,Rohan Snatchett,Male,Player,MF,GK,Fire,Bond,672,0.0
4946,Akari Kurashiki,Umbren Lightwood,Male,Player,FW,MF,Wind,Counter,671,0.0
4947,Riru Saijo,Blaine Westbrook,Male,Player,FW,DF,Wind,Breach,682,0.0
4948,Kaiji Uchinari,Marinus Courier,Male,Player,FW,MF,Fire,Justice,671,0.0
4949,Haku Nanakaido,Zelane Whitlow,Male,Player,GK,MF,Fire,Breach,667,0.0
4950,Reiru Teramae,Rael Abbeybogy,Male,Player,MF,FW,Forest,Rough Play,672,0.0
4951,Mudo Kamata,Dawsey Geistfeld,Male,Player,FW,DF,Wind,Counter,671,0.0
4952,Tokinosuke Dentoda,Volk Lorius,Male,Player,MF,FW,Wind,Breach,672,0.0
4953,Kitaru Masakari,Drexel Kixley,Male,Player,DF,MF,Mountain,Counter,671,0.0
4954,Tsukimaru Karesusuki,Wythers Moonridge,Male,Manager,MF,DF,Forest,Breach,672,0.0
4955,Maina Shimada,Mirela Delisle,Female,Coordinator,DF,GK,Fire,Justice,671,0.0
4956,Ashurei Jinno,Ashlan Panoptos,Male,Player,GK,DF,Mountain,Justice,667,0.0
4957,Eichi Erusaki,Hudson Headland,Male,Player,DF,MF,Wind,Tension,671,0.0
4958,Naoichi Anza,Vex Frieden,Male,Player,DF,FW,Fire,Rough Play,671,0.0
4959,Kirameki Meteo,Asten Royds,Male,Player,DF,GK,Mountain,Rough Play,671,0.0
4960,Kiko Inobe,Ruelle Neurivieu,Female,Player,DF,MF,Forest,Justice,671,0.0
4961,Teo Tonosaki,Theon Stillcliffe,Male,Player,MF,DF,Mountain,Bond,672,0.0
4962,Nemi Honnoji,Ciel Natcherall,Male,Player,MF,DF,Fire,Bond,672,0.0
4963,Kaiya Reido,Kaien Spiradawn,Male,Player,FW,MF,Wind,Tension,671,0.0
4964,Kyo Hoshimizawa,Kyo Seestar,Male,Player,FW,DF,Wind,Rough Play,671,0.0
4965,Eisuke Homura,Syd Faircrest,Male,Player,MF,FW,Fire,Counter,672,0.0
4966,Kuki Motoyashiki,Solan Brightmoor,Male,Player,FW,GK,Forest,Justice,671,0.0
4967,Shishio Yozakura,Lenox Grinder,Male,Player,FW,MF,Fire,Breach,671,0.0
4968,Honoka Horiuchi,Ophelia Ennercourt,Female,Player,FW,DF,Forest,Bond,671,0.0
4969,Dosuke Tetsubashira,Riggs Fornstrut,Male,Player,MF,GK,Mountain,Breach,672,0.0
4970,Marin Sendo,Leticia Legatus,Female,Player,GK,MF,Fire,Justice,667,0.0
4971,Shana Kanae,Arran Realis,Male,Player,DF,FW,Fire,Tension,671,0.0
4972,Alice Fuwa,Alice Rendell,Male,Manager,MF,FW,Forest,Counter,672,0.0
4973,Koki Sanbo,Partis Payton,Male,Coordinator,GK,MF,Mountain,Tension,667,0.0
4974,Oji Susano,Garci Stormdale,Male,Player,GK,DF,Mountain,Counter,674,0.0
4975,Keno Yamatsumi,Kenard Montemar,Male,Player,DF,FW,Mountain,Counter,675,0.0
4976,Patry Ambrosia,Patrie Ambrosia,Female,Player,DF,MF,Forest,Breach,675,0.0
4977,Kuon Haie,Sampa Eonius,Male,Player,DF,FW,Mountain,Tension,674,0.0
4978,Aijiro Enoguchi,Garrick Loventhal,Male,Player,DF,GK,Fire,Breach,674,0.0
4979,Moa Harutani,Harald Monet,Male,Player,MF,FW,Forest,Tension,683,0.0
4980,Uzume Uzukami,Revea Ristair,Female,Player,MF,FW,Wind,Justice,684,0.0
4981,Suri Atora,Atol Lasalle,Male,Player,MF,DF,Wind,Breach,683,0.0
4982,Retsushi Zerosu,Ciro Zealon,Male,Player,MF,DF,Fire,Bond,683,0.0
4983,Tanji Teita,Thaddeus Bellefax,Male,Player,FW,MF,Forest,Tension,683,0.0
4984,Giyu Izana,Riza Nagivar,Male,Player,FW,MF,Wind,Breach,682,0.0
4985,Meika Hekate,Cate Heckel,Female,Player,MF,FW,Fire,Bond,683,0.0
4986,Rosuke Otaruda,Iskandar Tarusian,Male,Player,GK,DF,Mountain,Breach,674,0.0
4987,Mitsuji Izana,Orisa Namir,Male,Player,MF,DF,Fire,Justice,683,0.0
4988,Iwafumi Tajikarao,Burke Forzane,Male,Player,DF,MF,Mountain,Rough Play,674,0.0
4989,Jinya Mikazuchi,Kazimir Stormblade,Male,Player,FW,MF,Wind,Justice,682,0.0
4990,Genyo Kaosu,Malik Keos,Male,Manager,GK,MF,Wind,Justice,674,0.0
4991,Meira Heisen,Mera Henderson,Female,Coordinator,DF,MF,Forest,Breach,674,0.0
4992,Masao Oyobe,Hobie Chartwood,Male,Player,GK,DF,Mountain,Tension,656,0.0
4993,Kazuko Makita,Lila Glosswood,Female,Player,DF,GK,Fire,Breach,663,0.0
4994,Kanta Mondo,Rowland Brightwood,Male,Player,DF,FW,Forest,Tension,663,0.0
4995,Yukio Yamame,Tristan Brookwood,Male,Player,DF,MF,Wind,Bond,663,0.0
4996,Yasunobu Kabamoto,Lachlan Hartwood,Male,Player,MF,FW,Forest,Tension,667,0.0
4997,Emiko Koba,Nathaniel Whitewood,Female,Player,MF,DF,Forest,Breach,667,0.0
4998,Yataro Ino,Orin Wildwood,Male,Player,MF,DF,Mountain,Bond,667,0.0
4999,Hideo Mutsumi,Calvin Sixwood,Male,Player,MF,GK,Mountain,Breach,667,0.0
5000,Taeko Uwa,Iris Nightwood,Female,Player,MF,DF,Fire,Counter,667,0.0
5001,Kenta Yomogi,Vearn Dashwood,Male,Player,FW,MF,Mountain,Justice,665,0.0
5002,Kazuo Shizukawa,Asher Norwood,Male,Player,FW,MF,Wind,Bond,665,0.0
5003,Masaya Naoie,Emory Plainwood,Male,Player,DF,MF,Forest,Counter,663,0.0
5004,Sonoko Omotedani,Maris Hollowwood,Female,Player,MF,FW,Fire,Breach,667,0.0
5005,Toshio Go,Ronan Strongwood,Male,Player,FW,MF,Mountain,Breach,665,0.0
5006,Yae Yoyobi,Lydia Trailwood,Female,Player,MF,GK,Mountain,Justice,667,0.0
5007,Kensuke Kubashira,Alden Songwood,Male,Player,GK,FW,Fire,Tension,656,0.0
5008,Yoshito Kasomura,Theobald Longwood,Male,Manager,FW,DF,Wind,Bond,665,0.0
5009,Inaka Oaza,Mabel Greenwood,Female,Coordinator,DF,MF,Mountain,Counter,663,0.0
5010,Seren Mikagami,Lilia Charmont,Female,Player,GK,MF,Mountain,Tension,656,0.0
5011,Seiko Anegasaki,Evelyn Hale,Female,Player,DF,MF,Wind,Rough Play,663,0.0
5012,Kirei Ginsho,Elara Silvane,Female,Player,DF,GK,Fire,Counter,663,0.0
5013,Himari Hinagiku,Margie Frostveil,Female,Player,DF,FW,Forest,Counter,663,0.0
5014,Amami Tenjo,Galia Flair,Female,Player,MF,DF,Fire,Tension,667,0.0
5015,Miyona Kisui,Selene Trance,Female,Player,MF,GK,Wind,Bond,667,0.0
5016,Ranka Hosen,Elyse Reign,Female,Player,MF,FW,Fire,Bond,667,0.0
5017,Eliza Kamurigi,Eliza Florence,Female,Player,MF,FW,Mountain,Breach,667,0.0
5018,Misao Ayanokoji,Adelina Gearhart,Female,Player,FW,MF,Forest,Tension,666,0.0
5019,Chizuru Kiyomizu,Clarisse Luxe,Female,Player,FW,MF,Fire,Counter,666,0.0
5020,Reika Miyabina,Celina Lavelle,Female,Player,FW,DF,Mountain,Counter,666,0.0
5021,Kasane Shinomiya,Amara Winslow,Female,Player,DF,MF,Mountain,Counter,663,0.0
5022,Sakiha Shirayuri,Liliane Alban,Female,Player,FW,DF,Forest,Justice,666,0.0
5023,Rena Misono,Lenora Graves,Female,Player,FW,GK,Fire,Justice,666,0.0
5024,Kiyora Asagiri,Kiyora Asakiri,Female,Player,MF,DF,Wind,Tension,667,0.0
5025,Emiri Kazakari,Talia Jester,Female,Player,GK,FW,Fire,Rough Play,656,0.0
5026,Mitsu Sunomori,Apia Crownwell,Female,Manager,FW,MF,Fire,Bond,666,0.0
5027,Raise Sekuru,Melissa Hivewood,Female,Coordinator,DF,FW,Fire,Breach,663,0.0
5028,Yoki Meinohama,Mayen Harmet,Male,Player,GK,FW,Forest,Breach,656,0.0
5029,Kuromi Bandai,Vinda Koral,Female,Player,DF,GK,Mountain,Tension,663,0.0
5030,Koya Yakuin,Yarkin Cittey,Male,Player,DF,GK,Mountain,Breach,663,0.0
5031,Reita Susen,Susen Faircourt,Male,Player,DF,MF,Wind,Justice,663,0.0
5032,Daiko Hotei,Budan Ashwell,Male,Player,MF,FW,Fire,Justice,667,0.0
5033,Shizuna Hatae,Hathea Calmell,Female,Player,MF,GK,Forest,Counter,667,0.0
5034,Tenshin Benzai,Benton Zellner,Male,Player,MF,GK,Wind,Bond,667,0.0
5035,Goji Fukuroku,Froclan Junn,Male,Player,MF,FW,Forest,Counter,667,0.0
5036,Jogo Ebisu,Ebiss Marlowe,Male,Player,MF,DF,Mountain,Bond,667,0.0
5037,Bishamaru Gado,Vashan Morell,Male,Player,FW,DF,Fire,Counter,666,0.0
5038,Hanahiko Itoshima,Itor Sheerman,Male,Player,FW,MF,Wind,Counter,666,0.0
5039,Nui Kushida,Orfreya Newcomb,Female,Player,DF,MF,Mountain,Counter,663,0.0
5040,Daiba Takarabune,Trevin Seabourne,Male,Player,DF,MF,Wind,Rough Play,663,0.0
5041,Roju Takeriba,Jory Jinx,Male,Player,FW,DF,Fire,Rough Play,666,0.0
5042,Yuzuha Nishijin,Clementine Weston,Female,Player,MF,DF,Mountain,Bond,667,0.0
5043,Hiromitsu Muromi,Jakob Serveraw,Male,Player,GK,DF,Mountain,Justice,656,0.0
5044,Noriaki Tobachi,Conrado Pottinger,Male,Manager,FW,MF,Mountain,Bond,666,0.0
5045,Nanana Ikebana,Celeste Fairbourne,Female,Coordinator,FW,MF,Wind,Bond,666,0.0
5046,Masako Miyazono,Terra Hillcroft,Female,Player,GK,FW,Forest,Bond,656,0.0
5047,Toshinobu Hayakaze,Alvaro Ventura,Male,Player,DF,FW,Wind,Rough Play,663,0.0
5048,Mirin Saba,Mirina Mackrell,Female,Player,DF,FW,Fire,Bond,663,0.0
5049,Tsukimi Yumoto,Yelena Poplawska,Female,Player,DF,MF,Mountain,Counter,663,0.0
5050,Manbee Shirota,Pattie Whitfield,Male,Player,DF,MF,Mountain,Justice,663,0.0
5051,Shinta Sarai,Newman Wiford,Male,Player,MF,FW,Forest,Rough Play,667,0.0
5052,Kiri Ishiuri,Sheila Threadwell,Female,Player,FW,MF,Forest,Rough Play,666,0.0
5053,Harumi Aota,Primavera Bluefield,Female,Player,MF,DF,Mountain,Bond,667,0.0
5054,Kiyoko Aramine,Vera Presswell,Female,Player,MF,FW,Wind,Bond,667,0.0
5055,Kaori Kitano,Cinnamon Dougherty,Female,Player,MF,GK,Fire,Justice,667,0.0
5056,Umeyo Matsutake,Brandy Ryehart,Female,Player,FW,MF,Mountain,Tension,665,0.0
5057,Kaku Ryu,He Liu,Male,Player,GK,MF,Fire,Counter,656,0.0
5058,Takehito Otode,Gibson Forte,Male,Player,FW,GK,Wind,Tension,665,0.0
5059,Tsumugu Ai,Love Stirling,Female,Player,FW,DF,Mountain,Breach,666,0.0
5060,Hayate Samekawa,Marlin Sharkey,Male,Player,DF,MF,Forest,Tension,663,0.0
5061,Takeomi Ushida,Lorcan Oxfield,Male,Player,MF,FW,Mountain,Counter,667,0.0
5062,Joon Kim,Joon Kim,Male,Manager,GK,FW,Fire,Bond,656,0.0
5063,Chinami Yumoto,Daria Poplawska,Female,Coordinator,FW,MF,Mountain,Counter,665,0.0
5064,Naota Shiwasu,Cobb Hightail,Male,Player,GK,DF,Mountain,Counter,656,0.0
5065,June Davidson,June Davidson,Male,Player,DF,GK,Forest,Justice,663,0.0
5066,Maasa Amakura,Jazzmine Skylark,Female,Player,DF,MF,Wind,Rough Play,663,0.0
5067,Chojuro Umino,Moray Delmar,Male,Player,DF,MF,Wind,Tension,663,0.0
5068,Gensaku Tsukigawara,Holden Monday,Male,Player,MF,DF,Mountain,Tension,667,0.0
5069,Rikiya Hinode,Caius Rushford,Male,Player,MF,FW,Fire,Justice,667,0.0
5070,Kazuomi Meido,Noctis Dunn,Male,Player,MF,FW,Forest,Breach,667,0.0
5071,Buchi,Goldy,Male,Player,MF,FW,Forest,Bond,667,0.0
5072,Aniki,Aniki,Male,Player,FW,GK,Mountain,Justice,665,0.0
5073,Moku,Berg,Male,Player,FW,MF,Fire,Tension,666,0.0
5074,Kaji,Brandt,Male,Player,FW,DF,Wind,Counter,666,0.0
5075,Gohei Inseki,Chancer Cosgrave,Male,Player,DF,FW,Fire,Breach,663,0.0
5076,Tatsunosuke Mutsui,Drako Bonner,Male,Player,MF,DF,Fire,Bond,667,0.0
5077,Kingo Nagamine,Deor Rummond,Male,Player,FW,GK,Fire,Breach,666,0.0
5078,Isamu Tsuchigami,Anson Barker,Male,Player,MF,DF,Mountain,Breach,667,0.0
5079,Daiju Kunieda,Jaxon Taggart,Male,Player,GK,MF,Wind,Breach,656,0.0
5080,The Second,The Second,Male,Manager,MF,DF,Forest,Justice,667,0.0
